,uniq.Subject,QueryID,n,mean.Perc.Ident,sd.Perc.Ident,uniq.Subject.Type,genus,notes
133,Stagonosporopsis_oculi-hominis|GU237901|SH1920843.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_oculi-hominis----Stagonosporopsis_actaeae|GU237734|SH1920769.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_actaeae----Stagonosporopsis_valerianellae|GU237832|SH1920754.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_valerianellae----Stagonosporopsis_dennisii|GU237899|SH1920712.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_dennisii----Stagonosporopsis_tanaceti|JQ897481|SH1920700.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_tanaceti,ASV1105,5,99.435,0,Fungi,NA,
134,Mycosphaerella_ellipsoidea|AY725545|SH2337128.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_ellipsoidea,ASV1106,1,100,NA,Fungi,NA,
135,Pyrenochaetopsis_leptospora|JF740262|SH1525086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora,ASV1108,1,99.429,NA,Fungi,NA,
136,Bensingtonia_sp|AF444671|SH1631898.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Bensingtonia;s__Bensingtonia_sp,ASV1109,1,89.498,NA,Fungi,NA,
137,Pyricularia_sp|JQ692165|SH1520863.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Pyricularia;s__Pyricularia_sp,ASV111,1,100,NA,Fungi,NA,
138,Tilletia_sp|EU009972|SH1515012.08FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia_sp,ASV1110,1,100,NA,Fungi,NA,
139,Ascomycota_sp|AY969332|SH1647475.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV1111,1,84.926,NA,Fungi,NA,
140,Biappendiculispora_japonica|LC001728|SH1556704.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Biappendiculispora;s__Biappendiculispora_japonica,ASV1113,1,99.479,NA,Fungi,NA,
141,Ramularia_pratensis|KC867794|SH1577475.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_pratensis,ASV1114,1,94.301,NA,Fungi,NA,
142,Acremonium_tubakii|KP131532|SH1594507.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_tubakii,ASV1118,1,98.19,NA,Fungi,NA,
143,Beauveria_pseudobassiana|HQ880792|SH1886966.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria_pseudobassiana,ASV1119,1,100,NA,Fungi,NA,
144,Dioszegia_hungarica|AF444379|SH1609774.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_hungarica,ASV112,1,100,NA,Fungi,NA,
145,Dictyosporiaceae_sp|FJ571431|SH1514400.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__unidentified;s__Dictyosporiaceae_sp,ASV1120,1,97.11,NA,Fungi,NA,
146,Trichomeriaceae_sp|KP174851|SH1597911.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp,ASV1121,1,85.106,NA,Fungi,NA,
147,Arthrobotrys_foliicola|HQ377281|SH1555480.08FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Arthrobotrys;s__Arthrobotrys_foliicola,ASV1122,1,91.623,NA,Fungi,NA,
148,Periconia_echinochloae|KP890575|SH1573187.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_echinochloae,ASV1123,1,99.507,NA,Fungi,NA,
149,Filobasidium_floriforme|AF190007|SH2525150.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_floriforme,ASV1125,1,97.927,NA,Fungi,NA,
150,Pseudozyma_pruni|EU379942|SH1544701.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Pseudozyma;s__Pseudozyma_pruni,ASV1126,1,98.973,NA,Fungi,NA,
151,Exidia_recisa|UDB019548|SH1561151.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia;s__Exidia_recisa,ASV1127,1,83.871,NA,Fungi,NA,
152,Boeremia_noackiana|GU237720|SH2232191.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Boeremia;s__Boeremia_noackiana----Boeremia_sambuci-nigrae|GU237897|SH2232051.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Boeremia;s__Boeremia_sambuci-nigrae----Boeremia_exigua|GU237707|SH1712308.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Boeremia;s__Boeremia_exigua,ASV1128,3,100,0,Fungi,NA,
153,Heterochaete_shearii|AF291284|SH1561147.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Heterochaete;s__Heterochaete_shearii,ASV1129,1,98.93,NA,Fungi,NA,
154,Pleosporales_sp|KR093909|SH1646323.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV113,1,99.419,NA,Fungi,NA,
155,Papiliotrema_sp|LC370337|SH1576906.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_sp,ASV1130,1,100,NA,Fungi,NA,
156,Meruliaceae_sp|MG231478|SH1510717.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__unidentified;s__Meruliaceae_sp,ASV1131,1,97.561,NA,Fungi,NA,
157,Agaricomycetes_sp|MH062983|SH1573566.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp,ASV1132,1,99.614,NA,Fungi,NA,
158,Corticiaceae_sp|EU622846|SH1546261.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__unidentified;s__Corticiaceae_sp,ASV1133,1,95.238,NA,Fungi,NA,
159,Entomocorticium_dendroctoni|KX766160|SH1646409.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Entomocorticium;s__Entomocorticium_dendroctoni,ASV1134,1,92.369,NA,Fungi,NA,
160,Psilocybe_sp|GU942331|SH1516055.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Psilocybe;s__Psilocybe_sp,ASV1135,1,98.667,NA,Fungi,NA,
161,Corticiales_sp|GU053827|SH1546262.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__unidentified;g__unidentified;s__Corticiales_sp,ASV1136,1,95.279,NA,Fungi,NA,
162,Leptospora_rubella|DQ195780|SH1595853.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_rubella,ASV1139,1,95.339,NA,Fungi,NA,
163,Papiliotrema_fuscus|KY962980|SH1650813.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_fuscus,ASV114,1,96.45,NA,Fungi,NA,
164,Puccinia_emaculata|KR264605|SH1649038.08FU|reps|k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_emaculata,ASV1140,1,98.253,NA,Fungi,NA,
165,Ramularia_nyssicola|HQ162266|SH1577457.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_nyssicola,ASV1141,1,96.089,NA,Fungi,NA,
166,AY129726.1----AY129727.1----AY129728.1,ASV1144,3,96,0,Plant,Panicum,
167,AY129726.1----AY129727.1----AY129728.1,ASV1146,3,97.455,0,Plant,Panicum,
168,Tremellomycetes_sp|AM999576|SH1529904.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp,ASV1147,1,90,NA,Fungi,NA,
169,Tremellales_sp|JF449478|SH1526033.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp,ASV1148,1,99.281,NA,Fungi,NA,
170,Chaetothyriales_sp|AJ877178|SH1564886.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,ASV1149,1,98.592,NA,Fungi,NA,
171,Pleosporales_sp|KT989564|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV115,1,100,NA,Fungi,NA,
172,Rhodotorula_toruloides|KX515408|SH1558728.08FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_toruloides,ASV1623,1,99.444,NA,Fungi,NA,
173,Mycosphaerella_sp|KX908312|SH1521456.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_sp,ASV1151,1,98.936,NA,Fungi,NA,
174,Dothideomycetes_sp|KT328915|SH1606650.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp,ASV1625,1,98.507,NA,Fungi,NA,
175,Pseudocercospora_eriodendri|AF222840|SH1577521.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_eriodendri,ASV1157,1,90.385,NA,Fungi,NA,
176,Curvularia_eragrostidis|KT933661|SH1526498.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_eragrostidis,ASV1159,1,98.425,NA,Fungi,NA,
177,Leptosphaeria_sp|KC867873|SH1525140.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_sp,ASV116,1,96.721,NA,Fungi,NA,
178,Ochroconis_cordanae|KF156022|SH1551238.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Ochroconis;s__Ochroconis_cordanae,ASV1161,1,99.628,NA,Fungi,NA,
179,Wrightoporia_austrosinensis|KP814178|SH1517210.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Wrightoporiaceae;g__Wrightoporia;s__Wrightoporia_austrosinensis,ASV1631,1,100,NA,Fungi,NA,
180,Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica,ASV1164,1,98.79,NA,Fungi,NA,
181,Naganishia_diffluens|KJ706428|SH1557459.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_diffluens,ASV1165,1,97.664,NA,Fungi,NA,
182,Taphrinales_sp|JF449843|SH1519940.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__unidentified;g__unidentified;s__Taphrinales_sp,ASV1166,1,96.774,NA,Fungi,NA,
183,Didymellaceae_sp|JQ776487|SH1547067.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__unidentified;s__Didymellaceae_sp,ASV1167,1,100,NA,Fungi,NA,
184,Xylariales_sp|KJ921930|SH1648929.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__Xylariales_sp,ASV1168,1,99.401,NA,Fungi,NA,
185,Curvibasidium_cygneicollum|AF444490|SH1651362.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__Curvibasidium_cygneicollum,ASV1169,1,94.382,NA,Fungi,NA,
186,Bullera_penniseticola|AF444471|SH1570368.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera;s__Bullera_penniseticola,ASV117,1,98.889,NA,Fungi,NA,
187,Paraphaeosphaeria_parmeliae|KP170654|SH1525447.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_parmeliae,ASV1170,1,98.16,NA,Fungi,NA,
188,Colletogloeum_sp|AY969385|SH1592008.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Colletogloeum;s__Colletogloeum_sp,ASV1171,1,96.447,NA,Fungi,NA,
189,Curvularia_inaequalis|HE861822|SH1526407.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_inaequalis,ASV1172,1,99.51,NA,Fungi,NA,
190,Strelitziana_africana|GQ850386|SH1613988.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Strelitziana;s__Strelitziana_africana,ASV1173,1,99.115,NA,Fungi,NA,
191,Catenulostroma_hermanusense|JF499833|SH1521422.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Catenulostroma;s__Catenulostroma_hermanusense,ASV1174,1,96.216,NA,Fungi,NA,
192,Pleosporales_sp|HM141067|SH1576178.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV1177,1,99.095,NA,Fungi,NA,
193,Stenella_araguata|AJ244260|SH1521441.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Stenella;s__Stenella_araguata,ASV1178,1,92.746,NA,Fungi,NA,
194,Mycosphaerella_punctiformis|AY490763|SH2337135.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_punctiformis,ASV1179,1,97.436,NA,Fungi,NA,
195,Leptospora_sp|KX515521|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp,ASV118,1,100,NA,Fungi,NA,
196,Neodevriesia_imbrexigena|GU073022|SH1549727.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia_imbrexigena,ASV1180,1,91.667,NA,Fungi,NA,
197,Strelitziana_africana|GQ850386|SH1613988.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Strelitziana;s__Strelitziana_africana,ASV1181,1,99.558,NA,Fungi,NA,
198,Bipolaris_melinidis|KJ650604|SH1526443.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_melinidis,ASV1183,1,96.104,NA,Fungi,NA,
199,Dothideomycetes_sp|KT328915|SH1606650.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp,ASV1184,1,89.72,NA,Fungi,NA,
200,Mycosphaerellaceae_sp|EU301065|SH1577463.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp,ASV1185,1,100,NA,Fungi,NA,
201,Pseudocercospora_eriodendri|AF222840|SH1577521.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_eriodendri,ASV1187,1,90.385,NA,Fungi,NA,
202,Bipolaris_melinidis|KJ650604|SH1526443.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_melinidis,ASV1188,1,96.552,NA,Fungi,NA,
203,Helotiaceae_sp|KC785565|SH1648794.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__unidentified;s__Helotiaceae_sp,ASV1189,1,96.847,NA,Fungi,NA,
204,Symmetrospora_coprosmae|KJ706837|SH1613491.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae,ASV119,1,96.569,NA,Fungi,NA,
205,Aureobasidium_namibiae|KT693730|SH2149997.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_namibiae,ASV1191,1,99.545,NA,Fungi,NA,
206,Sarocladium_kiliense|FN691446|SH1541920.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_kiliense,ASV1193,1,96.833,NA,Fungi,NA,
207,Pleosporales_sp|HE579324|SH1635396.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV1194,1,95.378,NA,Fungi,NA,
208,Mycoacia_fuscoatra|UDB016325|SH1599720.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Mycoacia;s__Mycoacia_fuscoatra,ASV1196,1,99.206,NA,Fungi,NA,
209,Fungi_sp|KF800626|SH1595861.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1198,1,99.554,NA,Fungi,NA,
210,Leptospora_sp|KX515521|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp,ASV1199,1,98.222,NA,Fungi,NA,
211,Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii,ASV12,1,98.98,NA,Fungi,NA,
212,Chaetothyriales_sp|EF505624|SH1636093.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,ASV1202,1,96.889,NA,Fungi,NA,
213,Lophiostomataceae_sp|GU827614|SH1559713.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__unidentified;s__Lophiostomataceae_sp,ASV1203,1,99.441,NA,Fungi,NA,
214,Marasmius_ruforotula|FJ936149|SH1543321.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__Marasmius_ruforotula,ASV1204,1,99.593,NA,Fungi,NA,
215,Stagonosporopsis_trachelii|GU237856|SH2232236.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_trachelii----Stagonosporopsis_ligulicola|GU237783|SH2232235.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_ligulicola----Stagonosporopsis_trachelii|GU237850|SH1920731.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_trachelii,ASV1205,3,100,0,Fungi,NA,
216,Rhodosporidiobolus_fluvialis|AY015432|SH1558735.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__Rhodosporidiobolus_fluvialis,ASV1207,1,98.352,NA,Fungi,NA,
217,Nigrospora_oryzae|DQ219433|SH1549606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae,ASV1209,1,96.744,NA,Fungi,NA,
218,Periconia_byssoides|MH010316|SH1573185.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_byssoides,ASV121,1,98.305,NA,Fungi,NA,
219,Vishniacozyma_dimennae|EU852364|SH1544135.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae,ASV1210,1,96.774,NA,Fungi,NA,
220,Phaeosphaeriaceae_sp|HM172819|SH1524265.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV1211,1,95.413,NA,Fungi,NA,
221,Paraphaeosphaeria_rosae|MG828935|SH1525478.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_rosae,ASV1212,1,96.104,NA,Fungi,NA,
222,Corticiaceae_sp|EU622846|SH1546261.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__unidentified;s__Corticiaceae_sp,ASV1213,1,95.299,NA,Fungi,NA,
223,Dothideomycetes_sp|KX908799|SH1521424.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp,ASV1214,1,95.722,NA,Fungi,NA,
224,Agaricomycetes_sp|KJ832003|SH1555632.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp,ASV1215,1,100,NA,Fungi,NA,
225,Bulleromyces_albus|AF444662|SH1574527.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Bulleromyces;s__Bulleromyces_albus,ASV1216,1,99.32,NA,Fungi,NA,
226,Corticiaceae_sp|EU622846|SH1546261.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__unidentified;s__Corticiaceae_sp,ASV1217,1,95.299,NA,Fungi,NA,
227,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1219,1,100,NA,Fungi,NA,
228,Golubevia_pallescens|DQ317636|SH1539624.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;f__Golubeviaceae;g__Golubevia;s__Golubevia_pallescens,ASV122,1,87.5,NA,Fungi,NA,
229,Occultifur_tropicalis|AB921283|SH1613475.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Occultifur;s__Occultifur_tropicalis,ASV1220,1,97.207,NA,Fungi,NA,
230,Ceratobasidiaceae_sp|AB449186|SH1510180.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp,ASV1222,1,92.273,NA,Fungi,NA,
231,Coprinopsis_urticicola|HQ847015|SH1566162.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_urticicola,ASV1223,1,97.603,NA,Fungi,NA,
232,Schizophyllum_amplum|DQ097353|SH1565277.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_amplum----Schizophyllum_commune|UDB011478|SH1565276.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_commune,ASV1225,2,97.264,0.982878426,Fungi,NA,
233,Fungi_sp|JX366163|SH1573192.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1228,1,100,NA,Fungi,NA,
234,Psilocybe_sp|GU942331|SH1516055.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Psilocybe;s__Psilocybe_sp,ASV1229,1,98.222,NA,Fungi,NA,
235,Bulleribasidium_oberjochense|GU327541|SH1542079.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Bulleribasidium;s__Bulleribasidium_oberjochense,ASV123,1,98.45,NA,Fungi,NA,
236,AY129726.1----AY129727.1----AY129728.1,ASV1233,3,97.091,0,Plant,Panicum,
