"","unique.plot","leaf.type","site","species","Site.Sample.Order","Field.Location","full.id","site.rep","OVT.Variety","variety.rep","OVT.Var.Entry","plot.rep","OVT.plot","Lat.N","Lon.W","plantHt","temp","humid","leaftemp.diff","soilmoist","NPQt","Phi2","PhiNO","PhiNPQ","PAR","Chla","leafthick","Yield","Test.Weight","Ear.Height","Soil.Type","Soil.Texture","Sample_Date","Elev","Precip_90day","LT_90day","HT_90day","MAP","MLT","MHT","LAI.ratio.type","LAI.mean","LAI.sd","LAI.reps","LAI.CV","Notes","Variety","nestSite","nestBlock","nestSiteVar","nestSppSiteVar","Sdiv","Hdiv","Pdiv","CEC","P.soil","K.soil","Ca.soil","Mg.soil","Mn.soil","Zn.soil","Cu.soil","HM_perc","HM_perc_CV","pH"
"156",205,"flag","OTRS","SWCH",8,"longways up 13ft, shortways in 6ft","205-OTRS-SWCH-V_-P_",3,"",NA,NA,1,NA,36.30132,-78.61225,176,36.98,51.34,-0.21,18.4,2.32,0.49,0.16,0.35,817.4,61.07,0.5,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",10.00636227,2.459125121,2,24.57561553,"Zero-Fert,Performer; ","Performer","SWCH-OTRS","SWCH-OTRS-1","OTRS-","SWCH-OTRS-",38,2.574818417,0.707837094,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"157",206,"flag","OTRS","SWCH",9,"longways up 13ft, shortways in 10ft","206-OTRS-SWCH-V_-P_",3,"",NA,NA,2,NA,36.30132,-78.61222,171,37.33,49.65,-0.45,15.68,4.4,0.38,0.12,0.5,1165.47,52.37,0.42,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",11.83111383,0.410966742,2,3.473609905,"Zero-Fert,Performer; ","Performer","SWCH-OTRS","SWCH-OTRS-2","OTRS-","SWCH-OTRS-",56,2.359696918,0.586208883,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"158",207,"flag","OTRS","SWCH",11,"longways up 13ft, shortways in 23ft","207-OTRS-SWCH-V_-P_",3,"",NA,NA,3,NA,36.30134,-78.61221,168.8,38.26,48.83,0.24,19.93,5.28,0.39,0.11,0.5,1239.6,56.09,0.473,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",8.862111778,0.506661248,2,5.717161565,"Zero-Fert, Kanlow; ","Kanlow","SWCH-OTRS","SWCH-OTRS-3","OTRS-","SWCH-OTRS-",61,2.832442225,0.689012195,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"159",208,"flag","OTRS","SWCH",1,"longways up 13ft, shortways in 30ft","208-OTRS-SWCH-V_-P_",3,"",NA,NA,4,NA,36.30135,-78.61219,178.3,38.74,48.05,0.18,17.01,5.63,0.35,0.1,0.55,1641.32,57.84,0.533,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",12.88651656,1.895726948,2,14.71093401,"Zero-Fert, Kanlow; ","Kanlow","SWCH-OTRS","SWCH-OTRS-4","OTRS-","SWCH-OTRS-",50,2.707312709,0.692049281,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"160",209,"flag","OTRS","SWCH",6,"longways up 50ft, shortways in 7ft","209-OTRS-SWCH-V_-P_",3,"",NA,NA,1,NA,36.30141,-78.6123,148.5,39.2,46.45,-0.12,16.27,6.29,0.34,0.09,0.57,1439.99,59.99,0.56,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",10.01815414,2.690406863,2,26.85531511,"Low-Fert, Performer; ","Performer","SWCH-OTRS","SWCH-OTRS-1","OTRS-","SWCH-OTRS-",65,2.689480479,0.644281497,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"161",210,"flag","OTRS","SWCH",2,"longways up 50ft, shortways in 12ft","210-OTRS-SWCH-V_-P_",3,"",NA,NA,2,NA,36.30141,-78.61229,157.5,39.67,44.36,-0.9,13.95,5.15,0.38,0.1,0.52,1471.17,66.28,0.61,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",10.27086029,1.340501004,2,13.05149682,"Low-Fert, Performer; ","Performer","SWCH-OTRS","SWCH-OTRS-2","OTRS-","SWCH-OTRS-",55,2.149951035,0.536504188,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"162",211,"flag","OTRS","SWCH",10,"longways up 50ft, shortways in 29ft","211-OTRS-SWCH-V_-P_",3,"",NA,NA,3,NA,36.30143,-78.61226,203.5,40.58,43.77,0.17,15.33,5.65,0.34,0.1,0.56,1596.24,62.81,0.483,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",10.62654883,0.38973352,2,3.667545566,"Low-Fert, Kanlow; ","Kanlow","SWCH-OTRS","SWCH-OTRS-3","OTRS-","SWCH-OTRS-",57,2.857466861,0.706759987,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"163",212,"flag","OTRS","SWCH",12,"longways up 50ft, shortways in 34ft","212-OTRS-SWCH-V_-P_",3,"",NA,NA,4,NA,36.30143,-78.61224,173.5,40.57,43.39,-0.3,13.27,5.59,0.38,0.1,0.52,1247.71,56.15,0.5,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",9.320483626,0.195529579,2,2.097848001,"Low-Fert, Kanlow; ","Kanlow","SWCH-OTRS","SWCH-OTRS-4","OTRS-","SWCH-OTRS-",59,2.35725312,0.578107044,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"164",213,"flag","OTRS","SWCH",5,"longways up 86ft, shortways in 10ft","213-OTRS-SWCH-V_-P_",3,"",NA,NA,1,NA,36.30148,-78.61236,163.3,40.09,45.39,0,15.27,5.26,0.38,0.11,0.51,1201.79,54.67,0.397,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",9.788493334,0.238905199,2,2.440673865,"High-Fert, Performer; ","Performer","SWCH-OTRS","SWCH-OTRS-1","OTRS-","SWCH-OTRS-",67,2.744832389,0.652802152,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"165",214,"flag","OTRS","SWCH",7,"longways up 86ft, shortways in 15ft","214-OTRS-SWCH-V_-P_",3,"",NA,NA,2,NA,36.30148,-78.61234,169,40.55,47.51,0.65,16.37,5.71,0.37,0.1,0.54,1509.86,71.46,0.59,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",10.83484269,1.394292943,2,12.86860348,"High-Fert, Performer; ","Performer","SWCH-OTRS","SWCH-OTRS-2","OTRS-","SWCH-OTRS-",62,2.144259769,0.51955172,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"166",215,"flag","OTRS","SWCH",3,"longways up 86ft, shortways in 28ft","215-OTRS-SWCH-V_-P_",3,"",NA,NA,3,NA,36.3015,-78.61228,189.8,40.94,44.88,0.11,16.3,5.54,0.35,0.1,0.55,1720,64.74,0.637,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",7.686237001,1.379046778,2,17.94176758,"High-Fert, Kanlow; ","Kanlow","SWCH-OTRS","SWCH-OTRS-3","OTRS-","SWCH-OTRS-",55,2.542384007,0.634432898,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"167",216,"flag","OTRS","SWCH",4,"longways up 86ft, shortways in 33ft","216-OTRS-SWCH-V_-P_",3,"",NA,NA,4,NA,36.30151,-78.61229,207.8,40.45,43.86,-1.38,14.61,4.19,0.42,0.12,0.46,1203.85,64.72,0.553,NA,NA,NA,NA,NA,"8/14/2019",147,386.44,9.7,36,1127.55,8.6,21.1,"no external sensor",9.746878926,1.452260254,2,14.89974653,"High-Fert, Kanlow; ","Kanlow","SWCH-OTRS","SWCH-OTRS-4","OTRS-","SWCH-OTRS-",54,2.248583435,0.563698277,NA,NA,NA,NA,NA,NA,NA,NA,0.29375,17.5421813125419,5.1125
"168",217,"flag","SHFA","SWCH",1,"longways up 31ft, shortways in 6ft","217-SHFA-SWCH-V_-P_",4,"",NA,NA,1,NA,35.37601,-81.6832,224.5,34.46,48.78,1.47,14.03,3.91,0.45,0.12,0.43,961.25,66.87,0.603,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",11.65819324,0.154041346,2,1.321314052,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-1","SHFA-","SWCH-SHFA-",50,2.18172104,0.557696373,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"169",218,"flag","SHFA","SWCH",2,"longways up 31&up ft, shortways in 44ft","218-SHFA-SWCH-V_-P_",4,"",NA,NA,1,NA,35.37602,-81.68328,202.5,36.89,45.15,1.16,11.97,4.19,0.43,0.11,0.46,975.82,55.37,0.463,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",11.36844045,2.041306663,2,17.95590761,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-1","SHFA-","SWCH-SHFA-",53,1.995397181,0.502581982,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"170",219,"flag","SHFA","SWCH",3,"longways up 31&down ft, shortways in 57ft","219-SHFA-SWCH-V_-P_",4,"",NA,NA,1,NA,35.37611,-81.68327,190.5,38.63,43.07,0.84,12.38,3.44,0.46,0.13,0.42,882.09,68.78,0.557,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",10.16699882,0.659925648,2,6.490859882,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-1","SHFA-","SWCH-SHFA-",37,1.781471307,0.493356911,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"171",220,"flag","SHFA","SWCH",4,"longways up 127&up ft, shortways in 28ft","220-SHFA-SWCH-V_-P_",4,"",NA,NA,2,NA,35.37578,-81.68329,217.8,39.56,36.44,-0.12,13.11,4.95,0.41,0.11,0.48,994.04,60.4,0.523,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",16.30505649,0.23086738,2,1.415925055,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-2","SHFA-","SWCH-SHFA-",63,2.355734756,0.568587534,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"172",221,"flag","SHFA","SWCH",5,"longways up 127ft, shortways in 42ft","221-SHFA-SWCH-V_-P_",4,"",NA,NA,2,NA,35.37584,-81.68335,197.8,39.74,33.88,-0.5,10.68,5.6,0.38,0.1,0.52,1320.69,62.91,0.527,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",11.42481204,2.074436686,2,18.15729378,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-2","SHFA-","SWCH-SHFA-",50,2.335735214,0.597065818,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"173",222,"flag","SHFA","SWCH",6,"longways up 127&down ft, shortways in 46ft","222-SHFA-SWCH-V_-P_",4,"",NA,NA,2,NA,35.37582,-81.68338,199.3,40.1,32.18,-0.36,13.78,3.35,0.47,0.13,0.4,785.56,60.41,0.513,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",12.74573374,3.838572232,2,30.11652614,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-2","SHFA-","SWCH-SHFA-",72,2.754626713,0.644106095,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"174",223,"flag","SHFA","SWCH",7,"longways up 217ft, shortways in 25ft","223-SHFA-SWCH-V_-P_",4,"",NA,NA,3,NA,35.37551,-81.6834,202.3,39.66,34.18,0.2,12.48,7.23,0.31,0.08,0.6,1617.14,55.29,0.403,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",11.79658571,0.123529349,2,1.047161878,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-3","SHFA-","SWCH-SHFA-",46,2.375568202,0.620472892,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"175",224,"flag","SHFA","SWCH",8,"longways up 217&down ft, shortways in 37ft","224-SHFA-SWCH-V_-P_",4,"",NA,NA,3,NA,35.37551,-81.68341,207.8,40.92,33.09,0.27,12.01,6.32,0.34,0.09,0.57,1566.93,56.02,0.49,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",12.41635081,4.249508209,2,34.22509782,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-3","SHFA-","SWCH-SHFA-",59,3.112726636,0.763383949,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"176",225,"flag","SHFA","SWCH",9,"longways up 217&up ft, shortways in 45ft","225-SHFA-SWCH-V_-P_",4,"",NA,NA,3,NA,35.37555,-81.68341,197.3,41.34,32.82,-0.2,12.74,6.19,0.34,0.09,0.56,1666.66,57.84,0.647,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",13.4725863,1.62142687,2,12.03500823,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-3","SHFA-","SWCH-SHFA-",54,2.67653386,0.67098134,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"177",226,"flag","SHFA","SWCH",10,"longways up 319&up ft, shortways in 20ft","226-SHFA-SWCH-V_-P_",4,"",NA,NA,4,NA,35.37517,-81.68332,198.5,40.98,30.84,-0.97,12.93,6.76,0.34,0.09,0.57,1560.6,61.29,0.417,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",10.76508315,1.593445114,2,14.80197683,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-4","SHFA-","SWCH-SHFA-",57,2.463936704,0.609425046,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"178",227,"flag","SHFA","SWCH",11,"longways up 319ft, shortways in 40ft","227-SHFA-SWCH-V_-P_",4,"",NA,NA,4,NA,35.37514,-81.68338,215.5,41.22,35.75,-0.41,11.82,6.09,0.34,0.1,0.56,1599.93,68.74,0.593,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",13.10105833,0.190151691,2,1.451422366,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-4","SHFA-","SWCH-SHFA-",55,2.747224662,0.68554935,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"179",228,"flag","SHFA","SWCH",12,"longways up 319&down ft, shortways in 53ft","228-SHFA-SWCH-V_-P_",4,"",NA,NA,4,NA,35.37513,-81.68346,202,41.92,31.97,0.45,12.58,5.79,0.35,0.1,0.55,1474.21,62.54,0.537,NA,NA,NA,NA,NA,"8/9/2019",300,386.69,6.7,35,1245.48,8.4,21.7,"no external sensor",12.23856188,1.496585754,2,12.22844456,"; ","Kanlow_BoMaster","SWCH-SHFA","SWCH-SHFA-4","SHFA-","SWCH-SHFA-",70,2.917326291,0.686672839,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,12.7735418536925,5.675
"180",229,"flag","WBFL","SWCH",1,"right12.5m, up7.5m","229-WBFL-SWCH-V_-P_",5,"",NA,NA,3,NA,34.76707,-78.10129,190,39.28,53,0.12,15.53,3.02,0.5,0.13,0.37,833.02,63.78,0.697,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",6.514209726,0.401527663,2,6.163873738,"Rep3, 60-fert, O; ","Performer","SWCH-WBFL","SWCH-WBFL-3","WBFL-","SWCH-WBFL-",93,3.26866804,0.721146451,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"181",230,"flag","WBFL","SWCH",2,"right22.5m, up7.5m","230-WBFL-SWCH-V_-P_",5,"",NA,NA,3,NA,34.76713,-78.10121,191.8,39.77,52,-0.18,13.35,5.14,0.4,0.1,0.5,1183.73,54.54,0.537,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",7.175907216,0.806188677,2,11.2346586,"Rep3, 0-fert, O; ","Performer","SWCH-WBFL","SWCH-WBFL-3","WBFL-","SWCH-WBFL-",81,3.130055708,0.712274872,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"182",231,"flag","WBFL","SWCH",3,"right2.5m, up22.5m","231-WBFL-SWCH-V_-P_",5,"",NA,NA,3,NA,34.76714,-78.10149,168.8,40.04,47.99,-0.22,13.64,4.66,0.44,0.11,0.46,1128.14,48.55,0.527,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",7.208936342,0.306759363,2,4.255265244,"Rep3, 0-fert, O/C; ","Performer","SWCH-WBFL","SWCH-WBFL-3","WBFL-","SWCH-WBFL-",60,2.290529602,0.559437431,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"183",232,"flag","WBFL","SWCH",4,"right12.5m, up22.5m","232-WBFL-SWCH-V_-P_",5,"",NA,NA,3,NA,34.76719,-78.1014,185.5,39.77,49.19,0.12,11.91,3.93,0.4,0.12,0.48,1109.1,59.57,0.53,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",7.311191104,2.132131306,2,29.16257113,"Rep3, 60-fert, O/C; ","Performer","SWCH-WBFL","SWCH-WBFL-3","WBFL-","SWCH-WBFL-",77,3.078213229,0.708644364,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"184",233,"flag","WBFL","SWCH",5,"right2.5m, up2.5m","233-WBFL-SWCH-V_-P_",5,"",NA,NA,1,NA,34.76688,-78.10211,167.8,39.99,47.28,-0.6,13.26,6.62,0.37,0.08,0.55,1512.76,54.65,0.447,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",8.088079481,0.623701631,2,7.711368723,"Rep1, 60-fert, O/C; ","Performer","SWCH-WBFL","SWCH-WBFL-1","WBFL-","SWCH-WBFL-",63,2.746245705,0.662842482,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"185",234,"flag","WBFL","SWCH",6,"right17.5m, up2.5m","234-WBFL-SWCH-V_-P_",5,"",NA,NA,1,NA,34.76693,-78.102,183.5,39.91,46.21,0.12,12.71,5.76,0.41,0.09,0.5,1172.89,56.73,0.447,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",7.946583566,0.18955697,2,2.385389502,"Rep1, 0-fert, O/C; ","Performer","SWCH-WBFL","SWCH-WBFL-1","WBFL-","SWCH-WBFL-",84,3.201384721,0.722526989,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"186",235,"flag","WBFL","SWCH",7,"right12.5m, up22.5m","235-WBFL-SWCH-V_-P_",5,"",NA,NA,1,NA,34.76707,-78.10218,172.8,39.72,47.29,0.4,14.18,2.28,0.54,0.14,0.32,379.44,56.63,0.46,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",7.342050563,0.440771621,2,6.003385798,"Rep1, 0-fert, O; ","Performer","SWCH-WBFL","SWCH-WBFL-1","WBFL-","SWCH-WBFL-",86,3.148071618,0.706741394,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"187",236,"flag","WBFL","SWCH",8,"right17.5m, up22.5m","236-WBFL-SWCH-V_-P_",5,"",NA,NA,1,NA,34.76708,-78.10214,177,39.32,50.01,0.27,14.42,5.55,0.35,0.1,0.55,1662.09,53.68,0.543,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",9.048284065,1.198393717,2,13.24443075,"Rep1, 60-fert, O; ","Performer","SWCH-WBFL","SWCH-WBFL-1","WBFL-","SWCH-WBFL-",90,2.781527385,0.618143341,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"188",237,"flag","WBFL","SWCH",9,"right2.5m, up7.5m","237-WBFL-SWCH-V_-P_",5,"",NA,NA,2,NA,34.76733,-78.10208,210.3,39.33,48.58,0.03,11,2.61,0.51,0.15,0.34,705.44,52.02,0.563,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",11.07226391,1.724929462,2,15.57883262,"Rep2, 60-fert, O; ","Performer","SWCH-WBFL","SWCH-WBFL-2","WBFL-","SWCH-WBFL-",82,2.988273681,0.678117555,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"189",238,"flag","WBFL","SWCH",10,"right22.5m, up7.5m","238-WBFL-SWCH-V_-P_",5,"",NA,NA,2,NA,34.7674,-78.10193,190.3,39.12,49.75,0.12,13.44,4.63,0.43,0.1,0.47,1192.87,58.82,0.54,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",7.998134471,0.421112433,2,5.265133195,"Rep2, 0-fert, O; ","Performer","SWCH-WBFL","SWCH-WBFL-2","WBFL-","SWCH-WBFL-",98,3.157012172,0.688557157,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"190",239,"flag","WBFL","SWCH",11,"right7.5m, up22.5m","239-WBFL-SWCH-V_-P_",5,"",NA,NA,2,NA,34.76744,-78.10214,171.3,39.91,47.36,0.32,13.04,4.89,0.42,0.11,0.48,1252.74,49.4,0.557,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",8.227224361,0.248626385,2,3.021995921,"Rep2, 0-fert, O/C; ","Performer","SWCH-WBFL","SWCH-WBFL-2","WBFL-","SWCH-WBFL-",76,3.154032649,0.728290662,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
"191",240,"flag","WBFL","SWCH",12,"right22.5m, up22.5m","240-WBFL-SWCH-V_-P_",5,"",NA,NA,2,NA,34.76753,-78.10199,160.3,40.2,43.54,-0.45,16.7,4.93,0.37,0.11,0.52,1640.8,60.09,0.673,NA,NA,NA,NA,NA,"8/19/2019",19,243.35,10.5,37.4,1300.15,9.9,23.3,"no external sensor",6.419844476,3.057509294,2,47.6259091,"Rep2, 60-fert, O/C; ","Performer","SWCH-WBFL","SWCH-WBFL-2","WBFL-","SWCH-WBFL-",93,3.229067278,0.712409575,NA,NA,NA,NA,NA,NA,NA,NA,0.51625,38.5875553075719,6.2875
